Genre,S_Lyric,Genre_Index
Hip-Hop,"I hope it's not too late for me Could you just wait for me a while Is it too late, too late? I hope it's not too late, too late I hope it's not too late for me Could you just wait for me a while Is it too late, too late? I hope it's not too late, too late I hope it's not too late I got my whole life packed inside a suitcase Ridin' in a Chevy that should've been a Mercedez Tryna keep my head above water So I stayed out the navy I, I, I made a promise to my girl Said Imma leave town and bring back the whole world So I bought a ticket Took longer than expected Came back around like",1
Electronic,"together) All of this mess And no-one is steering Nowhere to run to Makes you wanna shout Damn, I feel so close to you I'm feeling something (In this together) Her arms are open wide She cries, ""in this together"" (In this together) Damn, I feel so close to you I'm feeling something (In this together) Damn, I feel so close to you I'm feeling something (In this together) Her arms are open wide She cries, ""in this together"" (In this together)",2
Electronic,be with you! You wanna make me choose You wanna make me choose You wanna make me choose You wanna make me choose,2
R&B,2 I left an address on the kitchen door with a set of keys both mine and yours I'm hoping i won't need these keys for long 'cause I'm praying you'll ask me back home I don't want to be lonely I don't want to see a day without you I don't want nobody else in your arms I don't want nobody holding you I don't want to be lonely I don't want nobody laughing wit you I don't want nobody else in your heart I don't want nobody loving you Oh baby baby don't walk from me I know that you will need some time to yourself I'll give you what you hope you need from me I will give you the space girl whatever it takes,3
Country,soft place to land This'd be a real good time to hold my hand If I'm your future and she's your past If it's over with her and our love's gonna last,0
Country,In the great book of John you'll wonder the day When you'll be laid beneath the cold clay The angel of death will come from the sky And claim up your soul when the day comes to die When the angel of death comes down after you Can you smile and say that you have been true Can you truthfully say with your dying breath That you're ready to meet the angel of death When the lights all grow dim and the dark shadows creep And your loved ones have gathered to weep Can you face them and say with your dying breath That you're ready to meet the angel of death When the angel of death comes down after you Can you smile and say that you,0
Country,"should have seen this coming So I put the blame on me right now She's gone, yeah she's gone That girl, she's gone, yeah she's gone Oh oh oh She's a rapid fire coming down a one way target range She's a first shot creeping up hit you just a right way",0
Electronic,"you could hear it in my voice I was getting kind of aloof And I don't really have a choice I guess I gotta tell you the truth I know my temper's been kinda crazy I need somebody, (What) I need someone Your love is real but I just feel suffocated I feel so lonely, (What) I feel so numb I don't what you want from me I mean, I'm not a bloody social worker I know my temper's been kinda crazy I need somebody, (What) I need someone Your love is real but I just feel suffocated I feel so lonely, (What) I feel so numb What? I need somebody, I need someone I feel so lonely, I feel so numb",2
Hip-Hop,"and on and on and on On and on and on and on So I say [Hook x4] Pussy, money, weed (Yeah) Pussy, money, weed (Y-yeah) Pussy, money, weed (Yeah) That's all a nigga need (Y-yeah) [Verse 2] Uh, smokin' out, pourin' up Purple drink up in my cup Bitches actin' Hollywood In my hood they wanna fuck Purple stuff, yellow tusk Yellow stuff look like a bus She look like the type to front But most likely the type to fuck Make a buck, catch a nut This shit be that trill livin' Show you how the trill get it Nigga, Pimp C gone, but he still livin' Cause I'm still sippin' and my grill's glistenin' Got me gold grills, shinin' and I'm still tippin' Cause I'm",1
Hip-Hop,"those bentin', sittin' since Conico Vision why'all need to listen, it's journalistic why'all hear the whispers ""Niggas in The Firm is twisted."" Spit that fly shit that earn the bitches Whip the chrome six up the F.D.R. It's blessed we are See I never let 'em strees me god, forever stress free While twistin' up logs of that Nestle Who are you to question me? It's just my destiny To kick back, kill time, and live successfully {Nina Simone sample: ""When he and I will be as one.""} AZ: {Nina Simone sample playing through out} Firm... How why'all want it? Huh? hu... Talk to me... We give it to ya either way... We workin' wit ch'all... This, is for you...Love Is Love... 9-8.... Firm shit.... {Nina Simone sample:",1
Hip-Hop,"me, plus telling me I'm handsome looked like she had faild to keep herself up that's what they told me cause I had swelter Que Sera Sera was ment to be, its gonna be Que Sera Sera was ment to be, its gonna be Verse 2: We used to run around town in static cane my crew was automatically down, drinking hanging with the fellas on the corner if full pulled up replied your a gonner pay backs a bitch and you best watch your back I laughed in his face he was grazed off tracks he rolled out angry, homie look alert fuck that we don't need no one hurt off the trouble nine scents of manic deprescent crack that adolescent tell one doubt not I heard",1
Electronic,"gotta touch those.... stretchy pants I need to see those.... stretchy pants You know I love those... stretchy pants My turn, grab the mic talk about those stretchy pants that I do like I love to touch those... stretchy pants I need to see those... stretchy pants You in love? nigga I dont know but I love to see that cameltoe She dont cook she dont clean That bitch is lazy but those stretchy pants just drive me crazy wanna dirty dance like patrick swazye man you trippin that bitch is free fucked three of my dudes sometime last week ryan brian that nigga joe I know I know but that CAMELTOE But you aint even hit dont tell nobody ill beat that ass, like I know karate",2
